internal_payment_id,merchant_order_id,occurred_at,gross_amount,currency,payment_status,payment_method,synthetic_customer_reference
SYNTH-INT-000474,SYNTH-ORDER-000474,2026-01-12T11:19:29Z,1371.03,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000474
SYNTH-INT-000475,SYNTH-ORDER-000475,2026-01-13T13:18:09Z,1228.15,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000475
SYNTH-INT-000476,SYNTH-ORDER-000476,2026-01-14T15:24:42Z,952.14,USD,REFUNDED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000476
SYNTH-INT-000477,SYNTH-ORDER-000477,2026-01-01T18:00:27Z,491.27,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000477
SYNTH-INT-000478,SYNTH-ORDER-000478,2026-01-02T19:46:05Z,2014.85,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000478
SYNTH-INT-000479,SYNTH-ORDER-000479,2026-01-03T22:21:41Z,1331.4,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000479
SYNTH-INT-000480,SYNTH-ORDER-000480,2026-01-04T00:04:44Z,585.12,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000480
SYNTH-INT-000481,SYNTH-ORDER-000481,2026-01-05T03:00:32Z,1823.83,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000481
SYNTH-INT-000482,SYNTH-ORDER-000482,2026-01-06T05:00:09Z,719.73,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000482
SYNTH-INT-000483,SYNTH-ORDER-000483,2026-01-07T06:38:50Z,1083.48,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000483
SYNTH-INT-000484,SYNTH-ORDER-000484,2026-01-08T08:44:28Z,894.83,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000484
SYNTH-INT-000485,SYNTH-ORDER-000485,2026-01-09T11:02:54Z,1227.35,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000485
SYNTH-INT-000486,SYNTH-ORDER-000486,2026-01-10T13:37:33Z,1111.55,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000486
SYNTH-INT-000487,SYNTH-ORDER-000487,2026-01-11T16:01:00Z,1066.55,USD,PARTIALLY_REFUNDED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000487
SYNTH-INT-000488,SYNTH-ORDER-000488,2026-01-12T18:26:37Z,2273.65,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000488
SYNTH-INT-000489,SYNTH-ORDER-000489,2026-01-13T19:58:37Z,1878.14,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000489
SYNTH-INT-000490,SYNTH-ORDER-000490,2026-01-14T22:35:34Z,1907.21,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000490
SYNTH-INT-000491,SYNTH-ORDER-000491,2026-01-01T00:17:29Z,2096.26,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000491
SYNTH-INT-000492,SYNTH-ORDER-000492,2026-01-02T02:34:32Z,616.87,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000492
SYNTH-INT-000493,SYNTH-ORDER-000493,2026-01-03T05:23:33Z,1810.8,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000493
SYNTH-INT-000494,SYNTH-ORDER-000494,2026-01-04T07:38:29Z,1419.1,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000494
SYNTH-INT-000495,SYNTH-ORDER-000495,2026-01-05T09:49:19Z,984.03,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000495
SYNTH-INT-000496,SYNTH-ORDER-000496,2026-01-06T11:11:19Z,1129.74,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000496
SYNTH-INT-000497,SYNTH-ORDER-000497,2026-01-07T13:21:36Z,1283.3,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000497
SYNTH-INT-000498,SYNTH-ORDER-000498,2026-01-08T15:34:02Z,577.48,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000498
SYNTH-INT-000499,SYNTH-ORDER-000499,2026-01-09T17:56:17Z,2080.63,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000499
SYNTH-INT-000500,SYNTH-ORDER-000500,2026-01-10T20:30:24Z,2159.43,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000500
SYNTH-INT-000501,SYNTH-ORDER-000501,2026-01-11T22:18:26Z,1122.44,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000501
SYNTH-INT-000502,SYNTH-ORDER-000502,2026-01-12T00:21:55Z,895.0,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000502
SYNTH-INT-000503,SYNTH-ORDER-000503,2026-01-13T02:43:34Z,2491.76,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000503
SYNTH-INT-000504,SYNTH-ORDER-000504,2026-01-14T05:23:37Z,2339.18,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000504
SYNTH-INT-000505,SYNTH-ORDER-000505,2026-01-01T07:25:45Z,676.71,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000505
SYNTH-INT-000506,SYNTH-ORDER-000506,2026-01-02T09:12:38Z,471.67,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000506
SYNTH-INT-000507,SYNTH-ORDER-000507,2026-01-03T12:13:37Z,1422.47,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000507
SYNTH-INT-000508,SYNTH-ORDER-000508,2026-01-04T13:36:01Z,1694.06,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000508
SYNTH-INT-000509,SYNTH-ORDER-000509,2026-01-05T15:56:17Z,1080.84,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000509
SYNTH-INT-000510,SYNTH-ORDER-000510,2026-01-06T18:35:17Z,924.9,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000510
SYNTH-INT-000511,SYNTH-ORDER-000511,2026-01-07T20:39:06Z,814.76,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000511
SYNTH-INT-000512,SYNTH-ORDER-000512,2026-01-08T23:06:44Z,1931.09,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000512
SYNTH-INT-000513,SYNTH-ORDER-000513,2026-01-09T00:35:58Z,1834.13,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000513
SYNTH-INT-000514,SYNTH-ORDER-000514,2026-01-10T02:54:36Z,1811.31,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000514
SYNTH-INT-000515,SYNTH-ORDER-000515,2026-01-11T05:17:40Z,1135.72,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000515
SYNTH-INT-000516,SYNTH-ORDER-000516,2026-01-12T08:01:47Z,409.76,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000516
SYNTH-INT-000517,SYNTH-ORDER-000517,2026-01-13T09:57:50Z,773.07,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000517
SYNTH-INT-000518,SYNTH-ORDER-000518,2026-01-14T12:20:11Z,1175.85,USD,REFUNDED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000518
SYNTH-INT-000519,SYNTH-ORDER-000519,2026-01-01T13:39:32Z,2341.44,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000519
SYNTH-INT-000519,SYNTH-ORDER-000519,2026-01-01T13:39:32Z,2341.44,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000519
SYNTH-INT-000520,SYNTH-ORDER-000520,2026-01-02T15:51:55Z,673.28,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000520
SYNTH-INT-000521,SYNTH-ORDER-000521,2026-01-03T18:11:32Z,1814.1,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000521
SYNTH-INT-000522,SYNTH-ORDER-000522,2026-01-04T20:23:33Z,508.29,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000522
SYNTH-INT-000523,SYNTH-ORDER-000523,2026-01-05T22:31:23Z,228.86,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000523
SYNTH-INT-000524,SYNTH-ORDER-000524,2026-01-06T01:15:33Z,1181.33,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000524
SYNTH-INT-000525,SYNTH-ORDER-000525,2026-01-07T03:18:32Z,1132.89,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000525
SYNTH-INT-000526,SYNTH-ORDER-000526,2026-01-08T05:04:01Z,2280.55,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000526
SYNTH-INT-000527,SYNTH-ORDER-000527,2026-01-09T07:49:20Z,1883.5,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000527
SYNTH-INT-000528,SYNTH-ORDER-000528,2026-01-10T09:41:27Z,2427.46,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000528
SYNTH-INT-000529,SYNTH-ORDER-000529,2026-01-11T11:47:55Z,979.63,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000529
SYNTH-INT-000530,SYNTH-ORDER-000530,2026-01-12T14:33:02Z,1587.87,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000530
SYNTH-INT-000531,SYNTH-ORDER-000531,2026-01-13T16:58:37Z,883.1,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000531
SYNTH-INT-000532,SYNTH-ORDER-000532,2026-01-14T18:51:51Z,2283.86,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000532
SYNTH-INT-000533,SYNTH-ORDER-000533,2026-01-01T21:04:42Z,962.37,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000533
SYNTH-INT-000534,SYNTH-ORDER-000534,2026-01-02T23:22:10Z,1620.21,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000534
SYNTH-INT-000535,SYNTH-ORDER-000535,2026-01-03T00:56:35Z,876.95,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000535
SYNTH-INT-000536,SYNTH-ORDER-000536,2026-01-04T03:53:56Z,1158.08,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000536
SYNTH-INT-000537,SYNTH-ORDER-000537,2026-01-05T05:57:45Z,2204.52,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000537
SYNTH-INT-000538,SYNTH-ORDER-000538,2026-01-06T08:21:20Z,2263.18,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000538
SYNTH-INT-000539,SYNTH-ORDER-000539,2026-01-07T10:14:34Z,2388.07,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000539
SYNTH-INT-000540,SYNTH-ORDER-000540,2026-01-08T11:54:12Z,2284.62,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000540
SYNTH-INT-000541,SYNTH-ORDER-000541,2026-01-09T14:57:50Z,1321.87,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000541
SYNTH-INT-000542,SYNTH-ORDER-000542,2026-01-10T17:02:17Z,1256.48,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000542
SYNTH-INT-000543,SYNTH-ORDER-000543,2026-01-11T18:49:57Z,1530.72,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000543
SYNTH-INT-000544,SYNTH-ORDER-000544,2026-01-12T21:07:15Z,805.35,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000544
SYNTH-INT-000545,SYNTH-ORDER-000545,2026-01-13T23:21:49Z,2441.18,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000545
SYNTH-INT-000546,SYNTH-ORDER-000546,2026-01-14T01:14:05Z,1171.99,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000546
SYNTH-INT-000547,SYNTH-ORDER-000547,2026-01-01T04:09:44Z,1358.04,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000547
SYNTH-INT-000548,SYNTH-ORDER-000548,2026-01-02T05:42:35Z,703.32,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000548
SYNTH-INT-000549,SYNTH-ORDER-000549,2026-01-03T08:36:46Z,1849.68,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000549
SYNTH-INT-000550,SYNTH-ORDER-000550,2026-01-04T09:52:53Z,1265.25,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000550
SYNTH-INT-000551,SYNTH-ORDER-000551,2026-01-05T12:28:01Z,1121.67,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000551
SYNTH-INT-000552,SYNTH-ORDER-000552,2026-01-06T14:17:09Z,2005.44,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000552
SYNTH-INT-000553,SYNTH-ORDER-000553,2026-01-07T17:16:58Z,2104.71,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000553
SYNTH-INT-000554,SYNTH-ORDER-000554,2026-01-08T18:58:41Z,1397.38,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000554
SYNTH-INT-000555,SYNTH-ORDER-000555,2026-01-09T21:42:07Z,2419.94,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000555
SYNTH-INT-000556,SYNTH-ORDER-000556,2026-01-10T23:24:36Z,1679.42,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000556
SYNTH-INT-000557,SYNTH-ORDER-000557,2026-01-11T02:14:24Z,331.94,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000557
SYNTH-INT-000558,SYNTH-ORDER-000558,2026-01-12T03:59:06Z,289.46,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000558
SYNTH-INT-000559,SYNTH-ORDER-000559,2026-01-13T06:17:19Z,2332.38,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000559
SYNTH-INT-000560,SYNTH-ORDER-000560,2026-01-14T08:17:53Z,674.55,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000560
SYNTH-INT-000561,SYNTH-ORDER-000561,2026-01-01T10:57:00Z,1393.3,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000561
SYNTH-INT-000562,SYNTH-ORDER-000562,2026-01-02T12:24:22Z,1311.0,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000562
SYNTH-INT-000562,SYNTH-ORDER-000562,2026-01-02T12:24:22Z,1311.0,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000562
SYNTH-INT-000563,SYNTH-ORDER-000563,2026-01-03T15:10:21Z,370.67,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000563
SYNTH-INT-000564,SYNTH-ORDER-000564,2026-01-04T17:25:51Z,557.15,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000564
SYNTH-INT-000565,SYNTH-ORDER-000565,2026-01-05T19:03:02Z,1010.54,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000565
SYNTH-INT-000566,SYNTH-ORDER-000566,2026-01-06T21:13:13Z,1494.4,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000566
SYNTH-INT-000567,SYNTH-ORDER-000567,2026-01-07T23:41:33Z,1738.63,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000567
SYNTH-INT-000568,SYNTH-ORDER-000568,2026-01-08T01:58:15Z,2070.07,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000568
SYNTH-INT-000569,SYNTH-ORDER-000569,2026-01-09T04:33:32Z,2385.57,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000569
SYNTH-INT-000570,SYNTH-ORDER-000570,2026-01-10T06:11:20Z,1810.31,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000570
SYNTH-INT-000571,SYNTH-ORDER-000571,2026-01-11T08:47:01Z,1693.55,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000571
SYNTH-INT-000572,SYNTH-ORDER-000572,2026-01-12T10:31:25Z,1845.31,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000572
SYNTH-INT-000573,SYNTH-ORDER-000573,2026-01-13T13:10:52Z,916.87,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000573
SYNTH-INT-000574,SYNTH-ORDER-000574,2026-01-14T14:45:19Z,1926.29,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000574
SYNTH-INT-000575,SYNTH-ORDER-000575,2026-01-01T17:36:42Z,55.6,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000575
SYNTH-INT-000576,SYNTH-ORDER-000576,2026-01-02T19:04:40Z,214.83,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000576
SYNTH-INT-000577,SYNTH-ORDER-000577,2026-01-03T21:26:27Z,582.35,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000577
SYNTH-INT-000578,SYNTH-ORDER-000578,2026-01-04T00:07:44Z,1524.39,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000578
SYNTH-INT-000579,SYNTH-ORDER-000579,2026-01-05T02:27:39Z,1385.87,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000579
SYNTH-INT-000580,SYNTH-ORDER-000580,2026-01-06T04:29:36Z,196.4,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000580
SYNTH-INT-000581,SYNTH-ORDER-000581,2026-01-07T06:39:10Z,310.01,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000581
SYNTH-INT-000582,SYNTH-ORDER-000582,2026-01-08T08:22:59Z,2030.37,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000582
SYNTH-INT-000583,SYNTH-ORDER-000583,2026-01-09T10:39:44Z,1042.35,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000583
SYNTH-INT-000584,SYNTH-ORDER-000584,2026-01-10T13:27:35Z,1252.4,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000584
SYNTH-INT-000585,SYNTH-ORDER-000585,2026-01-11T15:21:39Z,1404.41,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000585
SYNTH-INT-000586,SYNTH-ORDER-000586,2026-01-12T17:57:23Z,1821.7,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000586
SYNTH-INT-000587,SYNTH-ORDER-000587,2026-01-13T19:44:01Z,1001.13,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000587
SYNTH-INT-000588,SYNTH-ORDER-000588,2026-01-14T21:46:24Z,2272.72,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000588
SYNTH-INT-000589,SYNTH-ORDER-000589,2026-01-01T00:37:04Z,2290.28,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000589
SYNTH-INT-000590,SYNTH-ORDER-000590,2026-01-02T02:08:28Z,1626.72,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000590
SYNTH-INT-000591,SYNTH-ORDER-000591,2026-01-03T05:01:29Z,674.9,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000591
SYNTH-INT-000592,SYNTH-ORDER-000592,2026-01-04T07:14:00Z,960.49,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000592
SYNTH-INT-000593,SYNTH-ORDER-000593,2026-01-05T09:10:23Z,606.83,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000593
SYNTH-INT-000594,SYNTH-ORDER-000594,2026-01-06T10:53:15Z,660.26,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000594
SYNTH-INT-000595,SYNTH-ORDER-000595,2026-01-07T13:01:46Z,150.6,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000595
SYNTH-INT-000596,SYNTH-ORDER-000596,2026-01-08T15:44:50Z,1245.53,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000596
SYNTH-INT-000597,SYNTH-ORDER-000597,2026-01-09T17:20:44Z,1302.35,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000597
SYNTH-INT-000598,SYNTH-ORDER-000598,2026-01-10T19:30:57Z,92.71,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000598
SYNTH-INT-000599,SYNTH-ORDER-000599,2026-01-11T22:35:13Z,21.8,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000599
SYNTH-INT-000600,SYNTH-ORDER-000600,2026-01-12T00:24:16Z,26.36,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000600
SYNTH-INT-000601,SYNTH-ORDER-000601,2026-01-13T02:22:16Z,1466.25,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000601
SYNTH-INT-000602,SYNTH-ORDER-000602,2026-01-14T04:15:52Z,1804.93,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000602
SYNTH-INT-000603,SYNTH-ORDER-000603,2026-01-01T06:35:52Z,868.26,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000603
SYNTH-INT-000604,SYNTH-ORDER-000604,2026-01-02T09:19:40Z,55.83,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000604
SYNTH-INT-000605,SYNTH-ORDER-000605,2026-01-03T11:10:52Z,2036.82,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000605
SYNTH-INT-000606,SYNTH-ORDER-000606,2026-01-04T13:21:44Z,2310.2,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000606
SYNTH-INT-000607,SYNTH-ORDER-000607,2026-01-05T15:47:09Z,80.77,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000607
SYNTH-INT-000608,SYNTH-ORDER-000608,2026-01-06T18:17:25Z,1103.14,USD,PARTIALLY_REFUNDED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000608
SYNTH-INT-000609,SYNTH-ORDER-000609,2026-01-07T20:12:43Z,994.14,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000609
SYNTH-INT-000610,SYNTH-ORDER-000610,2026-01-08T21:53:31Z,1262.3,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000610
SYNTH-INT-000611,SYNTH-ORDER-000611,2026-01-09T00:19:32Z,603.08,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000611
SYNTH-INT-000612,SYNTH-ORDER-000612,2026-01-10T02:57:25Z,2034.74,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000612
SYNTH-INT-000613,SYNTH-ORDER-000613,2026-01-11T04:53:40Z,344.54,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000613
SYNTH-INT-000614,SYNTH-ORDER-000614,2026-01-12T07:02:36Z,1430.55,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000614
SYNTH-INT-000615,SYNTH-ORDER-000615,2026-01-13T09:32:07Z,2224.55,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000615
SYNTH-INT-000616,SYNTH-ORDER-000616,2026-01-14T11:43:30Z,262.08,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000616
SYNTH-INT-000617,SYNTH-ORDER-000617,2026-01-01T13:40:22Z,1601.97,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000617
SYNTH-INT-000618,SYNTH-ORDER-000618,2026-01-02T15:39:29Z,2423.31,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000618
SYNTH-INT-000619,SYNTH-ORDER-000619,2026-01-03T18:11:29Z,329.07,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000619
SYNTH-INT-000620,SYNTH-ORDER-000620,2026-01-04T20:48:26Z,651.76,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000620
SYNTH-INT-000621,SYNTH-ORDER-000621,2026-01-05T22:57:28Z,911.79,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000621
SYNTH-INT-000622,SYNTH-ORDER-000622,2026-01-06T01:02:36Z,80.38,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000622
SYNTH-INT-000623,SYNTH-ORDER-000623,2026-01-07T02:34:44Z,1880.6,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000623
SYNTH-INT-000624,SYNTH-ORDER-000624,2026-01-08T05:09:07Z,876.28,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000624
SYNTH-INT-000625,SYNTH-ORDER-000625,2026-01-09T06:51:53Z,934.88,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000625
SYNTH-INT-000626,SYNTH-ORDER-000626,2026-01-10T09:09:47Z,376.75,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000626
SYNTH-INT-000627,SYNTH-ORDER-000627,2026-01-11T11:35:32Z,2000.87,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000627
SYNTH-INT-000628,SYNTH-ORDER-000628,2026-01-12T13:35:15Z,2363.73,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000628
SYNTH-INT-000629,SYNTH-ORDER-000629,2026-01-13T15:56:00Z,955.41,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000629
SYNTH-INT-000630,SYNTH-ORDER-000630,2026-01-14T18:10:22Z,20.78,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000630
